llave,oficina_segun_terminal,numero_caja,mes,jornada,region,zona,nombre,tx,tasa_servicio,t_ocup
2109944,994,2,201903,21,Antioquia,No hay informacion,0994 - Oficina de Recaudos y Pagos Itagui,2470,30.8953568004383,0.726793530807416
2109944,994,3,201903,21,Antioquia,No hay informacion,0994 - Oficina de Recaudos y Pagos Itagui,2458,30.8953568004383,0.723262550090943
2109952,995,1,201903,21,Bogota Norte,Carrera Septima,0995 - Calle 98,2080,30.7930561273501,0.614069965348326
2109952,995,2,201903,21,Bogota Norte,Carrera Septima,0995 - Calle 98,2811,30.7930561273501,0.829880131054877
2109952,995,3,201903,21,Bogota Norte,Carrera Septima,0995 - Calle 98,2396,30.7930561273501,0.707361363930091
2109962,996,1,201903,21,Costa,Barranquilla Norte,0996 - Centro Empresarial Americas,2883,30.8186402689578,0.895189291469168
2109962,996,2,201903,21,Costa,Barranquilla Norte,0996 - Centro Empresarial Americas,2471,30.8186402689578,0.80988634611296
2109977,997,1,201903,21,Costa,Cesar,0997 - Becerril ( depende de la oficina 224 Codazzi),1845,30.3224932249323,0.553144728182712
2114025,1402,1,201903,21,Bogota Sur,No hay informacion,R1402 - Extension de Caja Oficina Principal,2016,30.9188560799814,0.592753906543743
2114025,1402,2,201903,21,Bogota Sur,No hay informacion,R1402 - Extension de Caja Oficina Principal,2285,30.9188560799814,0.671846565700621
2114035,1403,1,201903,21,Occidente,No hay informacion,R1403 - Extension de Caja Good Year,955,30.7120418848168,0.282684499271611
