jornada,region,zona,mes,menor_70,entre_70_90,mayor_90,porc_menor_70,porc_entre_70_90,porc_mayor_90,tx_to_menor70,tx_to_entre70y90,tx_to_mayor90
21,Central,No hay informacion,201808,4,2,2,0.5,0.25,0.25,6533,16573,18326
21,Central,Sabana,201808,5,6,2,0.384615384615385,0.461538461538462,0.153846153846154,21991,39286,14482
21,Central,Tolima,201808,3,4,2,0.333333333333333,0.444444444444444,0.222222222222222,18767,30499,14316
21,Central,Villavicencio,201808,6,1,3,0.6,0.1,0.3,30099,7925,28291
21,Costa,Barranquilla Centro,201808,4,2,2,0.5,0.25,0.25,27806,16471,13652
21,Costa,Barranquilla Norte,201808,4,4,0,0.5,0.5,0,22992,28834,0
21,Costa,Barranquilla Sur,201808,4,4,3,0.363636363636364,0.363636363636364,0.272727272727273,26982,29282,21195
21,Costa,Bolivar - San Andres/Prov.,201808,8,2,1,0.727272727272727,0.181818181818182,0.0909090909090909,50522,18747,7332
21,Costa,Cesar,201808,8,5,0,0.615384615384615,0.384615384615385,0,40247,32899,0
21,Costa,Magdalena - Guajira,201808,9,2,1,0.75,0.166666666666667,0.0833333333333333,69059,16320,6425
21,Costa,No hay informacion,201808,29,4,0,0.878787878787879,0.121212121212121,0,123951,25155,0
21,Costa,Sucre,201808,1,0,0,1,0,0,4208,0,0
21,Direccion Banca Premium,No hay informacion,201808,6,0,0,1,0,0,4781,0,0
21,Direccion Banca Premium,Premium Antioquia,201808,3,0,0,1,0,0,1522,0,0
21,Direccion Banca Premium,Premium Bogota 1,201808,2,0,0,1,0,0,1598,0,0
21,Direccion Banca Premium,Premium Bogota 2,201808,2,0,0,1,0,0,1684,0,0
21,Direccion Banca Premium,Premium Occidente,201808,2,0,0,1,0,0,2554,0,0
21,Occidente,Cali Aeropuerto,201808,5,5,1,0.454545454545455,0.454545454545455,0.0909090909090909,33153,45065,6380
21,Occidente,Cali Centro,201808,4,5,1,0.4,0.5,0.1,36370,37330,6831
21,Occidente,Cali Norte,201808,6,6,0,0.5,0.5,0,34600,50952,0
21,Occidente,Cali Oriente,201808,2,8,2,0.166666666666667,0.666666666666667,0.166666666666667,13568,60698,16768
21,Occidente,Cali Sur,201808,1,10,1,0.0833333333333333,0.833333333333333,0.0833333333333333,8236,111148,7562
21,Occidente,Narino - Cauca,201808,6,3,1,0.6,0.3,0.1,56654,26145,12405
21,Occidente,No hay informacion,201808,18,3,4,0.72,0.12,0.16,55009,30982,20617
21,Occidente,Valle del Cauca,201808,8,5,0,0.615384615384615,0.384615384615385,0,51309,45041,0
21,Oriente,Boyaca,201808,6,6,0,0.5,0.5,0,47220,34744,0
21,Oriente,Boyaca y Norte de Cundinamarca,201808,7,1,2,0.7,0.1,0.2,33445,8845,14204
21,Oriente,Bucaramanga,201808,6,4,2,0.5,0.333333333333333,0.166666666666667,54119,27928,18546
21,Oriente,Casanare y Bucaramanga,201808,5,3,2,0.5,0.3,0.2,30080,26820,17456
21,Oriente,Magdalena Medio,201808,4,4,1,0.444444444444444,0.444444444444444,0.111111111111111,33748,29775,3999
21,Oriente,No hay informacion,201808,12,3,4,0.631578947368421,0.157894736842105,0.210526315789474,41794,16185,37441
21,Oriente,Norte de Santander y Arauca,201808,2,4,4,0.2,0.4,0.4,14360,44347,33039
22,Antioquia,Medellin El Poblado,201808,3,0,0,1,0,0,6904,0,0
22,Antioquia,Medellin Occidental,201808,1,0,0,1,0,0,3608,0,0
22,Antioquia,No hay informacion,201808,1,0,0,1,0,0,1607,0,0
22,Banca Oficial II,No hay informacion,201808,1,0,0,1,0,0,2151,0,0
22,Bogota Norte,Autopista Nororiental,201808,1,0,0,1,0,0,3,0,0
22,Bogota Norte,No hay informacion,201808,0,1,0,0,1,0,0,2816,0
22,Bogota Norte,Noroccidente,201808,0,1,0,0,1,0,0,5747,0
22,Bogota Norte,Occidental,201808,0,2,0,0,1,0,0,9918,0
22,Bogota Norte,Santa Barbara,201808,1,1,0,0.5,0.5,0,2692,5354,0
22,Bogota Sur,Autopista Sur,201808,0,0,2,0,0,1,0,0,6809
22,Bogota Sur,Calle 26,201808,2,0,0,1,0,0,7049,0,0
22,Bogota Sur,No hay informacion,201808,4,1,0,0.8,0.2,0,2682,2363,0
22,Bogota Sur,Occidente,201808,0,2,0,0,1,0,0,9054,0
22,Bogota Sur,Teusaquillo,201808,0,0,1,0,0,1,0,0,5831
22,Bogota Sur,Zona Industrial,201808,0,3,0,0,1,0,0,14976,0
22,Central,Cundinamarca,201808,1,1,0,0.5,0.5,0,1671,2658,0
22,Central,Girardot,201808,1,0,1,0.5,0,0.5,309,0,1526
22,Central,Huila - Caqueta,201808,1,0,0,1,0,0,2053,0,0
22,Central,Neiva - Tolima,201808,3,0,0,1,0,0,3931,0,0
22,Central,No hay informacion,201808,2,0,0,1,0,0,590,0,0
22,Central,Sabana,201808,1,0,0,1,0,0,2283,0,0
22,Central,Tolima,201808,1,0,0,1,0,0,3141,0,0
22,Central,Villavicencio,201808,1,0,0,1,0,0,2814,0,0
22,Costa,Barranquilla Centro,201808,0,0,1,0,0,1,0,0,3935
22,Costa,Barranquilla Norte,201808,0,1,0,0,1,0,0,3660,0
22,Costa,Bolivar - San Andres/Prov.,201808,1,0,1,0.5,0,0.5,2557,0,3678
22,Costa,No hay informacion,201808,4,0,0,1,0,0,6016,0,0
22,Occidente,Cali Norte,201808,1,0,0,1,0,0,2822,0,0
22,Occidente,Cali Sur,201808,3,0,0,1,0,0,9676,0,0
22,Oriente,Boyaca,201808,4,1,0,0.8,0.2,0,8974,2259,0
22,Oriente,Bucaramanga,201808,2,0,0,1,0,0,5692,0,0
22,Oriente,Casanare y Bucaramanga,201808,4,0,0,1,0,0,9261,0,0
22,Oriente,Magdalena Medio,201808,2,0,0,1,0,0,5481,0,0
22,Oriente,No hay informacion,201808,3,0,0,1,0,0,6844,0,0
22,Oriente,Norte de Santander y Arauca,201808,4,0,0,1,0,0,9158,0,0
23,Antioquia,Medellin El Poblado,201808,2,0,0,1,0,0,730,0,0
23,Antioquia,Medellin Occidental,201808,1,0,0,1,0,0,128,0,0
23,Banca Oficial II,No hay informacion,201808,1,0,0,1,0,0,612,0,0
23,Bogota Norte,Autopista Nororiental,201808,4,0,0,1,0,0,1924,0,0
23,Bogota Norte,Carrera Septima,201808,1,0,0,1,0,0,631,0,0
23,Bogota Norte,No hay informacion,201808,1,0,0,1,0,0,125,0,0
23,Bogota Norte,Noroccidente,201808,2,0,0,1,0,0,1440,0,0
23,Bogota Norte,Occidental,201808,2,0,0,1,0,0,1765,0,0
23,Bogota Norte,Santa Barbara,201808,3,0,0,1,0,0,2420,0,0
23,Bogota Sur,Autopista Sur,201808,2,0,0,1,0,0,919,0,0
23,Bogota Sur,Calle 26,201808,1,0,0,1,0,0,1315,0,0
23,Bogota Sur,No hay informacion,201808,2,0,0,1,0,0,478,0,0
23,Bogota Sur,Occidente,201808,2,0,0,1,0,0,2065,0,0
23,Bogota Sur,Zona Industrial,201808,2,0,0,1,0,0,2035,0,0
23,Central,Cundinamarca,201808,2,0,0,1,0,0,958,0,0
23,Central,Girardot,201808,2,0,0,1,0,0,442,0,0
23,Central,Huila - Caqueta,201808,1,0,0,1,0,0,467,0,0
23,Central,Neiva - Tolima,201808,1,0,0,1,0,0,242,0,0
23,Central,No hay informacion,201808,1,0,0,1,0,0,58,0,0
23,Central,Sabana,201808,1,0,0,1,0,0,579,0,0
23,Central,Tolima,201808,1,0,0,1,0,0,761,0,0
23,Central,Villavicencio,201808,1,0,0,1,0,0,573,0,0
23,Costa,Barranquilla Centro,201808,0,1,0,0,1,0,0,948,0
23,Costa,Barranquilla Norte,201808,1,0,0,1,0,0,940,0,0
23,Costa,Bolivar - San Andres/Prov.,201808,1,1,0,0.5,0.5,0,634,894,0
23,Costa,No hay informacion,201808,2,0,0,1,0,0,818,0,0
23,Occidente,Cali Norte,201808,1,0,0,1,0,0,881,0,0
23,Occidente,Cali Sur,201808,2,0,0,1,0,0,903,0,0
23,Oriente,Boyaca,201808,4,0,0,1,0,0,2118,0,0
23,Oriente,Bucaramanga,201808,2,0,0,1,0,0,1462,0,0
23,Oriente,Casanare y Bucaramanga,201808,2,0,0,1,0,0,886,0,0
23,Oriente,Magdalena Medio,201808,2,0,0,1,0,0,1314,0,0
23,Oriente,No hay informacion,201808,3,0,0,1,0,0,1597,0,0
23,Oriente,Norte de Santander y Arauca,201808,4,0,0,1,0,0,1940,0,0
21,Antioquia,Caldas,201809,10,0,0,1,0,0,56218,0,0
21,Antioquia,Medellin Centro,201809,8,3,0,0.727272727272727,0.272727272727273,0,53341,18490,0
21,Antioquia,Medellin El Poblado,201809,9,2,0,0.818181818181818,0.181818181818182,0,58879,15965,0
21,Antioquia,Medellin Occidental,201809,7,4,0,0.636363636363636,0.363636363636364,0,44204,29516,0
21,Antioquia,Municipios Antioquia,201809,11,3,0,0.785714285714286,0.214285714285714,0,54433,14637,0
21,Antioquia,Municipios Antioquia y Choco,201809,11,1,1,0.846153846153846,0.0769230769230769,0.0769230769230769,62736,5520,22009
21,Antioquia,No hay informacion,201809,7,0,1,0.875,0,0.125,53218,0,3064
21,Antioquia,Noroccidente Valle Aburra,201809,7,3,1,0.636363636363636,0.272727272727273,0.0909090909090909,49171,20060,8858
21,Antioquia,Quindio,201809,6,1,1,0.75,0.125,0.125,31583,4853,8691
21,Antioquia,Risaralda,201809,7,3,1,0.636363636363636,0.272727272727273,0.0909090909090909,44283,17420,7789
21,Antioquia,Sur Valle Aburra,201809,7,3,0,0.7,0.3,0,48666,19970,0
21,Banca Oficial II,No hay informacion,201809,1,0,0,1,0,0,10276,0,0
21,Bogota Norte,Autopista Nororiental,201809,2,5,2,0.222222222222222,0.555555555555556,0.222222222222222,12833,46858,21007
21,Bogota Norte,Calle 72,201809,7,4,0,0.636363636363636,0.363636363636364,0,45040,29006,0
21,Bogota Norte,Carrera Septima,201809,8,6,0,0.571428571428571,0.428571428571429,0,40106,46319,0
21,Bogota Norte,Chapinero,201809,5,4,1,0.5,0.4,0.1,30872,26779,8648
21,Bogota Norte,No hay informacion,201809,10,0,0,1,0,0,37822,0,0
21,Bogota Norte,Noroccidente,201809,2,9,1,0.166666666666667,0.75,0.0833333333333333,12971,83116,9679
21,Bogota Norte,Occidental,201809,3,8,1,0.25,0.666666666666667,0.0833333333333333,21145,65759,11150
21,Bogota Norte,Santa Barbara,201809,7,2,0,0.777777777777778,0.222222222222222,0,42541,21282,0
21,Bogota Sur,Autopista Sur,201809,5,7,1,0.384615384615385,0.538461538461538,0.0769230769230769,33167,56281,8885
21,Bogota Sur,Calle 26,201809,5,6,0,0.454545454545455,0.545454545454545,0,28075,51266,0
21,Bogota Sur,Centro Oriental,201809,9,3,0,0.75,0.25,0,53039,19666,0
21,Bogota Sur,No hay informacion,201809,9,5,2,0.5625,0.3125,0.125,21014,45153,24864
21,Bogota Sur,Occidente,201809,2,6,2,0.2,0.6,0.2,17191,52912,20830
21,Bogota Sur,Sur Oriente,201809,3,8,0,0.272727272727273,0.727272727272727,0,25054,64673,0
21,Bogota Sur,Teusaquillo,201809,10,1,1,0.833333333333333,0.0833333333333333,0.0833333333333333,56052,8092,11175
21,Bogota Sur,Zona Industrial,201809,5,6,0,0.454545454545455,0.545454545454545,0,39100,59070,0
21,Central,Cundinamarca,201809,7,7,0,0.5,0.5,0,34016,39149,0
21,Central,Girardot,201809,8,0,0,1,0,0,34898,0,0
21,Central,Huila - Caqueta,201809,7,2,0,0.777777777777778,0.222222222222222,0,27931,9534,0
21,Central,Magdalena Alto,201809,7,2,1,0.7,0.2,0.1,29941,14095,7315
21,Central,Meta,201809,5,3,3,0.454545454545455,0.272727272727273,0.272727272727273,14492,12377,24196
21,Central,Neiva - Tolima,201809,10,1,0,0.909090909090909,0.0909090909090909,0,35314,2365,0
21,Central,No hay informacion,201809,5,2,1,0.625,0.25,0.125,12277,17230,6810
21,Central,Sabana,201809,5,7,1,0.384615384615385,0.538461538461538,0.0769230769230769,20101,42006,6298
21,Central,Tolima,201809,4,4,1,0.444444444444444,0.444444444444444,0.111111111111111,23668,25438,6945
21,Central,Villavicencio,201809,7,0,3,0.7,0,0.3,34321,0,26555
21,Costa,Barranquilla Centro,201809,5,1,2,0.625,0.125,0.25,34936,6571,12431
21,Costa,Barranquilla Norte,201809,5,3,0,0.625,0.375,0,26510,22361,0
21,Costa,Barranquilla Sur,201809,5,5,1,0.454545454545455,0.454545454545455,0.0909090909090909,30404,36961,4698
21,Costa,Bolivar - San Andres/Prov.,201809,8,2,1,0.727272727272727,0.181818181818182,0.0909090909090909,49038,18310,6550
21,Costa,Cesar,201809,9,4,0,0.692307692307692,0.307692307692308,0,42802,25549,0
21,Costa,Magdalena - Guajira,201809,9,3,0,0.75,0.25,0,65030,21281,0
21,Costa,No hay informacion,201809,31,2,0,0.939393939393939,0.0606060606060606,0,126528,11229,0
21,Costa,Sucre,201809,1,0,0,1,0,0,3942,0,0
21,Direccion Banca Premium,No hay informacion,201809,6,0,0,1,0,0,4748,0,0
21,Direccion Banca Premium,Premium Antioquia,201809,3,0,0,1,0,0,1667,0,0
21,Direccion Banca Premium,Premium Bogota 1,201809,2,0,0,1,0,0,1530,0,0
21,Direccion Banca Premium,Premium Bogota 2,201809,2,0,0,1,0,0,1538,0,0
21,Direccion Banca Premium,Premium Occidente,201809,2,0,0,1,0,0,2573,0,0
21,Occidente,Cali Aeropuerto,201809,5,5,1,0.454545454545455,0.454545454545455,0.0909090909090909,29743,41935,5877
21,Occidente,Cali Centro,201809,3,6,1,0.3,0.6,0.1,23231,43647,6056
21,Occidente,Cali Norte,201809,6,6,0,0.5,0.5,0,32442,45672,0
21,Occidente,Cali Oriente,201809,2,8,2,0.166666666666667,0.666666666666667,0.166666666666667,12344,55497,15450
21,Occidente,Cali Sur,201809,1,10,1,0.0833333333333333,0.833333333333333,0.0833333333333333,7639,102805,6744
21,Occidente,Narino - Cauca,201809,6,3,1,0.6,0.3,0.1,49648,23077,10984
21,Occidente,No hay informacion,201809,18,3,4,0.72,0.12,0.16,50871,28497,18574
21,Occidente,Valle del Cauca,201809,6,7,0,0.461538461538462,0.538461538461538,0,30919,55768,0
21,Oriente,Boyaca,201809,7,5,0,0.583333333333333,0.416666666666667,0,48621,23806,0
21,Oriente,Boyaca y Norte de Cundinamarca,201809,7,2,1,0.7,0.2,0.1,30520,12967,6589
21,Oriente,Bucaramanga,201809,6,4,2,0.5,0.333333333333333,0.166666666666667,54009,20891,16866
21,Oriente,Casanare y Bucaramanga,201809,5,3,2,0.5,0.3,0.2,27730,24057,15945
21,Oriente,Magdalena Medio,201809,6,2,1,0.666666666666667,0.222222222222222,0.111111111111111,41897,14027,3623
21,Oriente,No hay informacion,201809,13,4,2,0.68421052631579,0.210526315789474,0.105263157894737,45310,18228,16672
21,Oriente,Norte de Santander y Arauca,201809,2,5,3,0.2,0.5,0.3,12610,46638,16447
22,Antioquia,Medellin El Poblado,201809,3,0,0,1,0,0,6030,0,0
22,Antioquia,Medellin Occidental,201809,1,0,0,1,0,0,3586,0,0
22,Antioquia,No hay informacion,201809,1,0,0,1,0,0,1527,0,0
22,Banca Oficial II,No hay informacion,201809,1,0,0,1,0,0,1739,0,0
22,Bogota Norte,No hay informacion,201809,0,1,0,0,1,0,0,2154,0
22,Bogota Norte,Noroccidente,201809,0,1,0,0,1,0,0,5178,0
22,Bogota Norte,Occidental,201809,0,2,0,0,1,0,0,8989,0
22,Bogota Norte,Santa Barbara,201809,2,0,0,1,0,0,6622,0,0
22,Bogota Sur,Autopista Sur,201809,0,0,2,0,0,1,0,0,6108
22,Bogota Sur,Calle 26,201809,2,0,0,1,0,0,5891,0,0
22,Bogota Sur,No hay informacion,201809,5,0,0,1,0,0,3518,0,0
22,Bogota Sur,Occidente,201809,0,2,0,0,1,0,0,7692,0
22,Bogota Sur,Teusaquillo,201809,0,0,1,0,0,1,0,0,5602
22,Bogota Sur,Zona Industrial,201809,0,3,0,0,1,0,0,13159,0
22,Central,Cundinamarca,201809,1,1,0,0.5,0.5,0,1499,2148,0
22,Central,Girardot,201809,1,1,0,0.5,0.5,0,249,1179,0
22,Central,Huila - Caqueta,201809,1,0,0,1,0,0,1601,0,0
22,Central,Neiva - Tolima,201809,3,0,0,1,0,0,3282,0,0
22,Central,No hay informacion,201809,2,0,0,1,0,0,460,0,0
22,Central,Sabana,201809,1,0,0,1,0,0,1866,0,0
22,Central,Tolima,201809,1,0,0,1,0,0,2830,0,0
22,Central,Villavicencio,201809,1,0,0,1,0,0,2327,0,0
22,Costa,Barranquilla Centro,201809,0,0,1,0,0,1,0,0,3515
22,Costa,Barranquilla Norte,201809,0,1,0,0,1,0,0,3187,0
22,Costa,Bolivar - San Andres/Prov.,201809,1,0,1,0.5,0,0.5,2293,0,3218
22,Costa,No hay informacion,201809,4,0,0,1,0,0,5155,0,0
22,Occidente,Cali Norte,201809,1,0,0,1,0,0,2618,0,0
22,Occidente,Cali Sur,201809,3,0,0,1,0,0,8282,0,0
22,Oriente,Boyaca,201809,3,2,0,0.6,0.4,0,5110,4890,0
22,Oriente,Bucaramanga,201809,2,0,0,1,0,0,5210,0,0
22,Oriente,Casanare y Bucaramanga,201809,4,0,0,1,0,0,8259,0,0
22,Oriente,Magdalena Medio,201809,2,0,0,1,0,0,4433,0,0
22,Oriente,No hay informacion,201809,3,0,0,1,0,0,5837,0,0
22,Oriente,Norte de Santander y Arauca,201809,4,0,0,1,0,0,7529,0,0
23,Antioquia,Medellin El Poblado,201809,2,0,0,1,0,0,825,0,0
23,Banca Oficial II,No hay informacion,201809,1,0,0,1,0,0,550,0,0
23,Bogota Norte,Autopista Nororiental,201809,4,0,0,1,0,0,2155,0,0
23,Bogota Norte,Carrera Septima,201809,1,0,0,1,0,0,742,0,0
23,Bogota Norte,No hay informacion,201809,1,0,0,1,0,0,592,0,0
23,Bogota Norte,Noroccidente,201809,2,0,0,1,0,0,1659,0,0
23,Bogota Norte,Occidental,201809,3,0,0,1,0,0,2016,0,0
23,Bogota Norte,Santa Barbara,201809,3,0,0,1,0,0,2624,0,0
23,Bogota Sur,Autopista Sur,201809,1,0,0,1,0,0,526,0,0
23,Bogota Sur,Calle 26,201809,1,0,0,1,0,0,1507,0,0
23,Bogota Sur,No hay informacion,201809,2,0,0,1,0,0,541,0,0
23,Bogota Sur,Occidente,201809,2,0,0,1,0,0,2255,0,0
23,Bogota Sur,Zona Industrial,201809,3,0,0,1,0,0,1698,0,0
23,Central,Cundinamarca,201809,2,0,0,1,0,0,1047,0,0
23,Central,Girardot,201809,2,0,0,1,0,0,410,0,0
23,Central,Huila - Caqueta,201809,1,0,0,1,0,0,475,0,0
23,Central,Neiva - Tolima,201809,2,0,0,1,0,0,403,0,0
23,Central,No hay informacion,201809,1,0,0,1,0,0,69,0,0
23,Central,Sabana,201809,1,0,0,1,0,0,542,0,0
23,Central,Tolima,201809,1,0,0,1,0,0,625,0,0
23,Central,Villavicencio,201809,1,0,0,1,0,0,720,0,0
23,Costa,Barranquilla Centro,201809,0,1,0,0,1,0,0,1224,0
23,Costa,Barranquilla Norte,201809,1,0,0,1,0,0,1176,0,0
23,Costa,Bolivar - San Andres/Prov.,201809,2,0,0,1,0,0,1800,0,0
23,Costa,No hay informacion,201809,3,0,0,1,0,0,1030,0,0
23,Occidente,Cali Norte,201809,1,0,0,1,0,0,400,0,0
23,Occidente,Cali Sur,201809,1,0,0,1,0,0,309,0,0
23,Oriente,Boyaca,201809,4,0,0,1,0,0,2663,0,0
23,Oriente,Bucaramanga,201809,2,0,0,1,0,0,1467,0,0
23,Oriente,Casanare y Bucaramanga,201809,2,0,0,1,0,0,532,0,0
23,Oriente,Magdalena Medio,201809,2,0,0,1,0,0,1340,0,0
23,Oriente,No hay informacion,201809,3,0,0,1,0,0,1600,0,0
23,Oriente,Norte de Santander y Arauca,201809,3,0,0,1,0,0,1543,0,0
21,Antioquia,Caldas,201810,10,0,0,1,0,0,63710,0,0
21,Antioquia,Medellin Centro,201810,8,3,0,0.727272727272727,0.272727272727273,0,57394,20115,0
21,Antioquia,Medellin El Poblado,201810,11,0,0,1,0,0,79719,0,0
21,Antioquia,Medellin Occidental,201810,6,5,0,0.545454545454545,0.454545454545455,0,34702,45262,0
21,Antioquia,Municipios Antioquia,201810,10,4,0,0.714285714285714,0.285714285714286,0,48942,22283,0
21,Antioquia,Municipios Antioquia y Choco,201810,11,1,1,0.846153846153846,0.0769230769230769,0.0769230769230769,69686,6280,23854
21,Antioquia,No hay informacion,201810,7,1,0,0.875,0.125,0,55551,3101,0
21,Antioquia,Noroccidente Valle Aburra,201810,8,3,0,0.727272727272727,0.272727272727273,0,56207,25076,0
21,Antioquia,Quindio,201810,6,1,1,0.75,0.125,0.125,36054,5791,10279
21,Antioquia,Risaralda,201810,7,3,1,0.636363636363636,0.272727272727273,0.0909090909090909,49236,18994,8899
21,Antioquia,Sur Valle Aburra,201810,9,1,0,0.9,0.1,0,63058,9352,0
21,Banca Oficial II,No hay informacion,201810,1,0,0,1,0,0,11418,0,0
21,Bogota Norte,Autopista Nororiental,201810,4,4,1,0.444444444444444,0.444444444444444,0.111111111111111,34767,39948,13886
21,Bogota Norte,Calle 72,201810,7,4,0,0.636363636363636,0.363636363636364,0,47775,32497,0
21,Bogota Norte,Carrera Septima,201810,11,3,0,0.785714285714286,0.214285714285714,0,66943,26964,0
21,Bogota Norte,Chapinero,201810,7,3,0,0.7,0.3,0,46165,25836,0
21,Bogota Norte,No hay informacion,201810,10,0,0,1,0,0,40610,0,0
21,Bogota Norte,Noroccidente,201810,4,7,1,0.333333333333333,0.583333333333333,0.0833333333333333,32618,68281,10186
21,Bogota Norte,Occidental,201810,6,5,1,0.5,0.416666666666667,0.0833333333333333,45852,48793,12208
21,Bogota Norte,Santa Barbara,201810,7,2,0,0.777777777777778,0.222222222222222,0,47084,22503,0
21,Bogota Sur,Autopista Sur,201810,5,8,0,0.384615384615385,0.615384615384615,0,35566,71493,0
21,Bogota Sur,Calle 26,201810,5,6,0,0.454545454545455,0.545454545454545,0,30608,57273,0
21,Bogota Sur,Centro Oriental,201810,9,3,0,0.75,0.25,0,57398,21517,0
21,Bogota Sur,No hay informacion,201810,13,2,1,0.8125,0.125,0.0625,59960,20573,15403
21,Bogota Sur,Occidente,201810,1,7,2,0.1,0.7,0.2,7386,71949,22714
21,Bogota Sur,Sur Oriente,201810,4,7,0,0.363636363636364,0.636363636363636,0,35722,63832,0
21,Bogota Sur,Teusaquillo,201810,10,1,1,0.833333333333333,0.0833333333333333,0.0833333333333333,60727,9545,12416
21,Bogota Sur,Zona Industrial,201810,4,7,0,0.363636363636364,0.636363636363636,0,34186,73775,0
21,Central,Cundinamarca,201810,8,6,0,0.571428571428571,0.428571428571429,0,42658,39169,0
21,Central,Girardot,201810,7,1,0,0.875,0.125,0,33986,6265,0
21,Central,Huila - Caqueta,201810,6,3,0,0.666666666666667,0.333333333333333,0,25437,19095,0
21,Central,Magdalena Alto,201810,5,4,1,0.5,0.4,0.1,25366,22647,8400
21,Central,Meta,201810,5,3,3,0.454545454545455,0.272727272727273,0.272727272727273,17284,14732,29568
21,Central,Neiva - Tolima,201810,10,1,0,0.909090909090909,0.0909090909090909,0,40079,2642,0
21,Central,No hay informacion,201810,4,2,2,0.5,0.25,0.25,6831,17574,17543
21,Central,Sabana,201810,5,7,1,0.384615384615385,0.538461538461538,0.0769230769230769,21835,48616,7162
21,Central,Tolima,201810,3,4,2,0.333333333333333,0.444444444444444,0.222222222222222,20001,30194,14737
21,Central,Villavicencio,201810,7,0,3,0.7,0,0.3,37688,0,29260
21,Costa,Barranquilla Centro,201810,5,2,1,0.625,0.25,0.125,37172,13613,6951
21,Costa,Barranquilla Norte,201810,5,3,0,0.625,0.375,0,28028,24099,0
21,Costa,Barranquilla Sur,201810,5,4,2,0.454545454545455,0.363636363636364,0.181818181818182,32613,30678,12900
21,Costa,Bolivar - San Andres/Prov.,201810,8,2,1,0.727272727272727,0.181818181818182,0.0909090909090909,52095,19224,7445
21,Costa,Cesar,201810,9,4,0,0.692307692307692,0.307692307692308,0,46892,27300,0
21,Costa,Magdalena - Guajira,201810,10,2,0,0.833333333333333,0.166666666666667,0,74258,12353,0
21,Costa,No hay informacion,201810,31,2,0,0.939393939393939,0.0606060606060606,0,132155,15089,0
21,Costa,Sucre,201810,1,0,0,1,0,0,4491,0,0
21,Direccion Banca Premium,No hay informacion,201810,6,0,0,1,0,0,5056,0,0
21,Direccion Banca Premium,Premium Antioquia,201810,3,0,0,1,0,0,1567,0,0
21,Direccion Banca Premium,Premium Bogota 1,201810,2,0,0,1,0,0,1562,0,0
21,Direccion Banca Premium,Premium Bogota 2,201810,2,0,0,1,0,0,1655,0,0
21,Direccion Banca Premium,Premium Occidente,201810,2,0,0,1,0,0,2783,0,0
21,Occidente,Cali Aeropuerto,201810,4,6,1,0.363636363636364,0.545454545454545,0.0909090909090909,29952,55017,6860
21,Occidente,Cali Centro,201810,3,6,1,0.3,0.6,0.1,27282,50845,7024
21,Occidente,Cali Norte,201810,5,7,0,0.416666666666667,0.583333333333333,0,28461,61290,0
21,Occidente,Cali Oriente,201810,1,8,3,0.0833333333333333,0.666666666666667,0.25,6820,62065,28472
21,Occidente,Cali Sur,201810,1,10,1,0.0833333333333333,0.833333333333333,0.0833333333333333,8792,113690,7857
21,Occidente,Narino - Cauca,201810,6,3,1,0.6,0.3,0.1,57807,26625,13331
21,Occidente,No hay informacion,201810,18,4,3,0.72,0.16,0.12,56062,40213,12186
21,Occidente,Valle del Cauca,201810,7,6,0,0.538461538461538,0.461538461538462,0,42983,56031,0
21,Oriente,Boyaca,201810,6,6,0,0.5,0.5,0,47237,35745,0
21,Oriente,Boyaca y Norte de Cundinamarca,201810,6,3,1,0.6,0.3,0.1,29960,20519,7213
21,Oriente,Bucaramanga,201810,7,3,2,0.583333333333333,0.25,0.166666666666667,62581,20603,18345
21,Oriente,Casanare y Bucaramanga,201810,4,4,2,0.4,0.4,0.2,23553,35637,17535
21,Oriente,Magdalena Medio,201810,6,2,1,0.666666666666667,0.222222222222222,0.111111111111111,46217,15465,3858
21,Oriente,No hay informacion,201810,12,4,3,0.631578947368421,0.210526315789474,0.157894736842105,49497,18660,23219
21,Oriente,Norte de Santander y Arauca,201810,2,5,3,0.2,0.5,0.3,13771,52782,18595
22,Antioquia,Medellin El Poblado,201810,3,0,0,1,0,0,6286,0,0
22,Antioquia,Medellin Occidental,201810,1,0,0,1,0,0,3677,0,0
22,Antioquia,No hay informacion,201810,1,0,0,1,0,0,1542,0,0
22,Banca Oficial II,No hay informacion,201810,1,0,0,1,0,0,2030,0,0
22,Bogota Norte,Autopista Nororiental,201810,1,0,0,1,0,0,117,0,0
22,Bogota Norte,No hay informacion,201810,0,1,0,0,1,0,0,2349,0
22,Bogota Norte,Noroccidente,201810,1,1,0,0.5,0.5,0,2,5460,0
22,Bogota Norte,Occidental,201810,1,2,0,0.333333333333333,0.666666666666667,0,352,9551,0
22,Bogota Norte,Santa Barbara,201810,2,0,0,1,0,0,7644,0,0
22,Bogota Sur,Autopista Sur,201810,0,2,0,0,1,0,0,6039,0
22,Bogota Sur,Calle 26,201810,2,0,0,1,0,0,6657,0,0
22,Bogota Sur,No hay informacion,201810,5,0,0,1,0,0,3790,0,0
22,Bogota Sur,Occidente,201810,0,2,0,0,1,0,0,8670,0
22,Bogota Sur,Teusaquillo,201810,0,0,1,0,0,1,0,0,5951
22,Bogota Sur,Zona Industrial,201810,0,3,0,0,1,0,0,14019,0
22,Central,Cundinamarca,201810,1,1,0,0.5,0.5,0,1644,2322,0
22,Central,Girardot,201810,1,0,1,0.5,0,0.5,359,0,1526
