llave,jornada,region,zona,nombre,mes,total_tx,t_ocup,num_cajeros
2100002,21,Bogota Sur,Teusaquillo,0000 - Oficina Principal,201806,5807,0.614285182882612,3
2100022,21,Bogota Sur,Calle 26,0002 - Centro ADM CAN,201806,7289,0.760670920091029,3
2100042,21,Bogota Norte,Chapinero,0004 - Calle 53 -Exito,201806,7336,0.7549950742919,3
2100052,21,Bogota Norte,Noroccidente,0005 - Suba,201806,7014,0.726195041356131,3
2100062,21,Bogota Norte,Santa Barbara,0006 - Cedritos,201806,6904,0.722915567378163,3
2100072,21,Bogota Norte,Carrera Septima,0007 - Antiguo Country,201806,8129,0.850077609351782,3
2100082,21,Bogota Norte,Carrera Septima,0008 - El Chico,201806,5687,0.596086967848641,3
2100092,21,Bogota Norte,Carrera Septima,0009 - Calle 100,201806,5498,0.572993566466695,3
2100102,21,Bogota Sur,Centro Oriental,0010 - Avenida Caracas,201806,6089,0.645943485086124,3
2100112,21,Central,Sabana,0011 - Bacata Funza,201806,9754,0.802724469534806,3
2100122,21,Bogota Norte,Calle 72,0012 - Pasadena,201806,5648,0.59184811921883,3
2100132,21,Oriente,Magdalena Medio,0013 - Galan,201806,9999,0.835973120362369,3
2100142,21,Bogota Norte,Calle 72,0014 - Los Heroes,201806,6127,0.639565601857487,3
2100152,21,Bogota Sur,Teusaquillo,0015 - Centro Comercial Calima Bogota,201806,12470,1.04664171971864,3
2100162,21,Bogota Norte,Noroccidente,0016 - Cota,201806,10155,0.632431485174746,4
2100172,21,Bogota Sur,Calle 26,0017 - CUAN,201806,4614,0.482492793628021,3
2100182,21,Bogota Sur,Zona Industrial,0018 - Zona Industrial Montevideo,201806,7163,0.744531673360129,3
2100192,21,Bogota Sur,Sur Oriente,0019 - Barrio Restrepo,201806,10716,0.839332103276962,4
2100202,21,Bogota Sur,Zona Industrial,0020 - San Jose,201806,4980,0.520962357400671,3
2100212,21,Bogota Sur,Sur Oriente,0021 - Veinte de Julio,201806,11793,0.911645216230681,4
2100222,21,Bogota Sur,Autopista Sur,0022 - Venecia,201806,7506,0.781677084616053,3
2100232,21,Bogota Sur,Calle 26,0023 - Modelia,201806,8128,0.849892468271227,3
2100242,21,Bogota Norte,Occidental,"0024 - Centro Comercial Diver Plaza Alamos
",201806,13297,0.821239555903751,4
2100252,21,Bogota Sur,Occidente,0025 - Plaza de las Americas,201806,14129,0.887985164448339,4
2100262,21,Bogota Sur,Sur Oriente,0026 - Santuario 20 de Julio,201806,8737,0.718325712614041,3
2100272,21,Bogota Sur,Occidente,0027 - Carvajal,201806,6605,0.693380375603073,3
2100282,21,Bogota Sur,Teusaquillo,0028 - Calle 13 Carrera 30,201806,4583,0.477224687028959,3
2100302,21,Bogota Norte,Noroccidente,0030 - Gaitana,201806,10523,1.08793960071305,3
2100322,21,Bogota Sur,Teusaquillo,0032 - Carrera 24 N° 26-01,201806,7515,0.780639431340133,3
2100332,21,Bogota Sur,Centro Oriental,0033 - Andes,201806,7287,0.762165858798,3
2100342,21,Bogota Sur,Centro Oriental,0034 - Parque Santander,201806,7765,0.808887859476332,3
2100352,21,Bogota Sur,Centro Oriental,0035 - Avenida 19,201806,7222,0.744658788420321,3
2100362,21,Bogota Sur,Centro Oriental,0036 - Carrera 10 Calle 17,201806,7720,0.804768924012954,3
2100372,21,Bogota Sur,Teusaquillo,0037 - Carrera 47,201806,6392,0.662556312398341,3
2100382,21,Bogota Norte,Calle 72,0038 - Avenida Chile,201806,5906,0.616133583462029,3
2100392,21,Bogota Norte,Carrera Septima,0039 - Parque El Virrey,201806,8001,0.838690980215089,3
2100402,21,Bogota Norte,Chapinero,0040 - Chapinero,201806,6794,0.70487229937509,3
2100412,21,Bogota Norte,Chapinero,0041 - Calle 54 N° 10-73,201806,5672,0.882485274372065,2
2100432,21,Bogota Sur,Teusaquillo,0043 - Universidad Javeriana,201806,3704,0.382598204825192,3
2100442,21,Bogota Norte,Noroccidente,0044 - Ilarco,201806,7050,0.732898806658928,3
2100452,21,Bogota Sur,Occidente,0045 - Central de Abastos,201806,11720,0.751754735081085,4
2100462,21,Bogota Sur,Calle 26,0046 - Ciudad Salitre,201806,6532,0.683557136609971,3
2100472,21,Bogota Norte,Santa Barbara,0047 - Unicentro Bogota Entrada Principal,201806,12464,0.789893739916291,4
2100492,21,Bogota Norte,Calle 72,0049 - El Castillo,201806,8839,0.693518937893775,4
2100502,21,Bogota Norte,Calle 72,0050 - El Nogal,201806,6124,0.637529743291328,3
2100512,21,Bogota Sur,Centro Oriental,0051 - Las Aguas,201806,5300,0.548909706356268,3
2100522,21,Bogota Sur,No hay informacion,0052 - Central San Martin,201806,6700,0.694472404216974,3
2100542,21,Bogota Sur,Teusaquillo,0054 - Paloquemao,201806,8318,0.880397637346236,3
2100552,21,Bogota Sur,Zona Industrial,0055 - Calle 9a. Carrera 34,201806,7058,0.745764006437432,3
2100562,21,Bogota Norte,Chapinero,0056 - Carrera 11 N° 68-09,201806,5344,0.556330167725689,3
2100572,21,Bogota Sur,Zona Industrial,0057 - Ricaurte,201806,7873,0.830790550436598,3
2100582,21,Bogota Sur,Centro Oriental,0058 - San Agustin,201806,5715,0.599905196125687,3
2100592,21,Central,Cundinamarca,0059 - Mesitas del Colegio,201806,4726,0.73898702973818,2
2100602,21,Bogota Sur,Occidente,0060 - Kennedy,201806,8982,0.93177282685269,3
2100612,21,Bogota Sur,Autopista Sur,0061 - Centro IND. Cazuca,201806,5602,0.58482179624504,3
2100622,21,Bogota Sur,Calle 26,0062 - San Diego,201806,5684,0.591666927174886,3
2100634,21,Bogota Norte,No hay informacion,0063 - Oficina de Recaudos y Pagos Centro Comercial Iserra 100,201806,6760,0.701792779271085,3
2100642,21,Central,Cundinamarca,0064 - Centro Comercial El Portico,201806,6083,0.754388998327915,2
2100652,21,Central,Sabana,0065 - Los Comuneros Zipaquira,201806,5589,0.87123692583481,2
2100662,21,Central,Sabana,0066 - Pacho,201806,6590,1.01549189792352,2
2100672,21,Central,Cundinamarca,0067 - Tabio,201806,4851,0.752751179378479,2
2100682,21,Bogota Sur,Centro Oriental,0068 - San Victorino,201806,4872,0.516189390033133,3
2100692,21,Oriente,Boyaca y Norte de Cundinamarca,0069 - Plaza Neira Ubate,201806,5925,0.939978721327712,2
2100702,21,Costa,Magdalena - Guajira,0070 - Parque Bolivar - Santa Marta,201806,3339,0.550697146332269,2
2100712,21,Bogota Sur,Centro Oriental,0071 - Avenida 6a. Carrera 22,201806,6998,0.737778308679221,3
2100722,21,Bogota Norte,Chapinero,0072 - El Lago,201806,7221,0.754574641708365,3
2100732,21,Bogota Sur,Occidente,0073 - Techo Bavaria,201806,8519,0.889683911796627,3
2100742,21,Costa,No hay informacion,0074 - Avenida Las Penitas,201806,4438,0.697592645241189,2
2100752,21,Bogota Norte,Chapinero,0075 - Galerias,201806,8748,0.924556183153921,3
2100762,21,Oriente,Boyaca,0076 - Centro Comercial Centro Norte,201806,4529,0.710803559742355,2
2100772,21,Bogota Sur,Teusaquillo,0077 - Santa Teresita,201806,5696,0.597723025768397,3
2100782,21,Bogota Norte,Calle 72,0078 - Metropolis,201806,8268,0.867716418374229,3
2100792,21,Bogota Norte,Occidental,0079 - La Clarita,201806,7139,0.747071831079482,3
2100802,21,Bogota Norte,Santa Barbara,0080 - Santa Barbara,201806,5255,0.549902950630399,3
2100812,21,Bogota Norte,Chapinero,0081 - Siete de Agosto,201806,9668,0.759294454268593,4
2100822,21,Bogota Norte,Occidental,0082 - Avenida Calle 68,201806,11894,0.933744136857368,4
2100832,21,Bogota Norte,Occidental,0083 - Avenida Ciudad de Quito,201806,7072,0.739089305024897,3
2100842,21,Bogota Norte,Santa Barbara,0084 - Avenida Pepe Sierra,201806,5478,0.573055162391719,3
2100852,21,Bogota Norte,Autopista Nororiental,0085 - Centro Comercial Santa Fe,201806,12636,0.787604842650786,4
2100862,21,Bogota Norte,Noroccidente,0086 - Centro Comercial Bulevar Niza,201806,10748,0.848685187635168,4
2100872,21,Costa,Barranquilla Centro,0087 - Calle 72,201806,5592,0.867037417862802,2
2100882,21,Costa,Magdalena - Guajira,0088 - Centro Comercial Viva Wajira,201806,5063,0.631324682051758,2
2100892,21,Bogota Sur,Autopista Sur,0089 - Autopista del Sur,201806,6762,0.705148129565952,3
2100912,21,Costa,Cesar,0091 - Loperena - Valledupar,201806,8088,0.844186572673242,3
2100922,21,Bogota Sur,Occidente,0092 - Fontibon,201806,10245,0.802097197864631,4
2100932,21,Central,Sabana,0093 - Funza,201806,8312,0.866211574668676,3
2100942,21,Central,Cundinamarca,0094 - Mosquera,201806,9635,0.754032814517539,4
2100952,21,Bogota Sur,Teusaquillo,0095 - Las Americas,201806,6978,0.729330385515024,3
2100962,21,Costa,Barranquilla Norte,0096 - Calle 82,201806,4575,0.71217843194765,2
2100972,21,Costa,Bolivar - San Andres/Prov.,0097 - Centro Comercial Mall Plaza,201806,6216,0.769732859939127,2
2100982,21,Costa,Barranquilla Centro,0098 - Centro Civico Barranquilla,201806,5887,0.916477064808268,2
2100992,21,Central,Meta,0099 - Ariari Granada,201806,5822,0.919603231023626,2
2101022,21,Bogota Sur,Zona Industrial,0102 - Avenida Primera,201806,7287,0.762560462923545,3
2101032,21,Bogota Sur,Zona Industrial,0103 - Ciudad Montes,201806,8766,0.916284281645503,3
2101042,21,Antioquia,Municipios Antioquia,0104 - Abejorral,201806,7684,0.926616630125453,2
2101052,21,Occidente,Cali Aeropuerto,0105 - Versalles,201806,5966,0.926653218586052,2
2101062,21,Bogota Sur,Teusaquillo,0106 - Parque Nacional,201806,4319,0.448872417991,3
2101072,21,Bogota Sur,Centro Oriental,0107 - Gran San Victorino,201806,5052,0.801595080586947,2
2101082,21,Central,Meta,0108 - Acacias,201806,6827,1.07376805616262,2
2101092,21,Occidente,Cali Norte,0109 - INEM Cali,201806,4818,0.746316574592083,2
2101102,21,Occidente,Cali Aeropuerto,0110 - Pubenza Florida,201806,5177,0.806901562529542,2
2101112,21,Occidente,Cali Sur,0111 - Santander de Quilichao,201806,11500,0.950193889847345,3
2101122,21,Bogota Sur,Calle 26,0112 - Terminal de Transporte,201806,5540,0.58374480061038,3
2101132,21,Occidente,Valle del Cauca,0113 - Buga Plaza,201806,6564,0.691838094157452,3
2101142,21,Antioquia,Sur Valle Aburra,0114 - Central Abastos,201806,14052,0.706389226237928,5
2101152,21,Bogota Norte,Carrera Septima,0115 - Avenida 15 Calle 106,201806,4514,0.703961649798548,2
2101162,21,Oriente,Magdalena Medio,0116 - Aguachica,201806,7806,0.493937792162213,4
2101182,21,Antioquia,Medellin Centro,0118 - Avenida Colombia,201806,5690,0.596213066143196,3
2101202,21,Oriente,Casanare y Bucaramanga,0120 - Aguazul,201806,7474,0.776796774310471,3
2101212,21,Occidente,Narino - Cauca,0121 - Pasto Plaza,201806,10383,0.815422314370152,4
2101222,21,Bogota Sur,Teusaquillo,0122 - Centro Internacional,201806,7365,0.762340630266012,3
2101232,21,Bogota Sur,Autopista Sur,0123 - Unisur,201806,10326,0.844051298959812,3
2101242,21,Central,Cundinamarca,0124 - Anolaima,201806,2433,0.772889273596979,1
2101252,21,Costa,Barranquilla Norte,0125 - Edificio Banco de Bogota Barranquilla,201806,6444,0.676064444514832,3
2101262,21,Occidente,Cali Norte,0126 - El Tren Cali,201806,2870,0.448030521055977,2
2101272,21,Bogota Norte,Autopista Nororiental,0127 - San Cristobal,201806,9930,1.03581099143064,3
2101282,21,Antioquia,Municipios Antioquia y Choco,0128 - Apartado,201806,6201,0.508901784144569,3
2101292,21,Bogota Sur,Autopista Sur,0129 - Venecia Central,201806,9117,0.749839972797811,3
2101302,21,Bogota Sur,Zona Industrial,0130 - Trinidad Galan,201806,10781,0.842441406306909,4
2101312,21,Bogota Norte,Santa Barbara,0131 - Centro Comercial Palatino,201806,10350,0.864308785342078,3
2101322,21,Bogota Sur,Occidente,0132 - Kennedy Caravana,201806,9630,1.50061627001381,2
2101332,21,Antioquia,Medellin El Poblado,0133 - San Fernando Plaza,201806,5842,0.604721142621353,3
2101342,21,Occidente,Cali Norte,0134 - Oficina Centro Comercial La Estacion Cali,201806,6179,0.645540685648349,3
2101352,21,Bogota Sur,Sur Oriente,0135 - La Victoria Sur Oriente,201806,8663,0.889660114644095,3
2101372,21,Oriente,Norte de Santander y Arauca,0137 - Arauca,201806,9009,0.78448901425055,3
2101382,21,Antioquia,Quindio,0138 - Armenia,201806,6817,0.529385935863628,4
2101392,21,Bogota Sur,Occidente,0139 - Patio Bonito,201806,5934,0.923796577705665,2
2101402,21,Central,Tolima,0140 - Lerida,201806,5658,0.597717864583732,3
2101412,21,Antioquia,Risaralda,0141 - Banco de Bogota Pinares,201806,4252,0.671339685440508,2
2101422,21,Occidente,Cali Sur,0142 - Jardin Plaza,201806,9592,0.750722744261532,4
2101432,21,Bogota Sur,Autopista Sur,0143 - Bosa,201806,9555,0.984289621573421,3
2101442,21,Antioquia,Medellin Occidental,0144 - Carrera Setenta,201806,5857,0.604974068936478,3
2101452,21,Bogota Norte,Occidental,0145 - Santa Helenita,201806,7535,0.784987152550441,3
2101462,21,Occidente,Cali Centro,0146 - Parque Versalles Cali,201806,6334,0.486878397036834,4
2101482,21,Costa,No hay informacion,0148 - Cerromatoso,201806,718,0.223719741469265,1
2101492,21,Oriente,Boyaca y Norte de Cundinamarca,0149 - Villapinzon,201806,3977,0.63286339782741,2
2101502,21,Bogota Norte,Noroccidente,0150 - Rincon Suba,201806,8670,0.895578402650532,3
2101512,21,Costa,Barranquilla Centro,0151 - Centro Nelmar,201806,7870,0.654022928061691,3
2101532,21,Antioquia,Medellin Centro,0153 - Avenida de Greiff,201806,4649,0.365046084084906,4
2101542,21,Antioquia,Sur Valle Aburra,0154 - San Antonio de Prado,201806,6164,0.756625785861432,2
2101552,21,Antioquia,Municipios Antioquia,0155 - Oriente - Rio negro,201806,4966,0.512629190115858,3
2101562,21,Antioquia,Sur Valle Aburra,0156 - Plaza Arrayanes,201806,1385,0.216720426159313,2
2101572,21,Oriente,Bucaramanga,0157 - Sotomayor,201806,8068,0.63419473687718,4
2101582,21,Occidente,Cali Norte,0158 - Centro Comercial del Norte,201806,5707,0.885943627229969,2
2101592,21,Occidente,Cali Norte,0159 - Centro Empresa,201806,6501,0.669641463593814,3
2101602,21,Bogota Sur,Autopista Sur,0160 - Avenida Boyaca,201806,6256,0.652686358690044,3
2101612,21,Bogota Sur,Zona Industrial,0161 - Ciudad Tunal,201806,15023,0.744326159667267,5
2101622,21,Oriente,Bucaramanga,0162 - Avenida Libertadores,201806,8208,0.866006438162101,3
2101642,21,Occidente,Cali Norte,0164 - Centro Comercial Calima,201806,11918,0.921441633426829,4
2101652,21,Bogota Sur,Calle 26,0165 - Autopista El Dorado,201806,11885,0.971220255210916,3
2101662,21,Occidente,Cali Centro,0166 - Avenida Uribe,201806,6309,0.982659526500256,2
2101674,21,Antioquia,No hay informacion,0167 - Oficina de Recaudos y Pagos Bello,201806,9817,0.599803316196645,4
2101682,21,Oriente,Magdalena Medio,0168 - Barrancabermeja,201806,8797,0.550528619016415,4
2101702,21,Costa,Barranquilla Sur,0170 - Barranquilla,201806,8766,0.734382526099654,3
2101712,21,Bogota Sur,Sur Oriente,0171 - Carrera 19 Avenida Primera de Mayo,201806,7995,0.83329911228649,3
2101722,21,Antioquia,Medellin Occidental,0172 - Punto Clave,201806,7759,0.628638180358789,3
2101732,21,Costa,Barranquilla Centro,0173 - Boulevard 54,201806,6865,0.569510787155664,3
2101742,21,Bogota Sur,Sur Oriente,0174 - Santa Lucia,201806,6717,0.696299025503518,3
2101752,21,Occidente,Narino - Cauca,0175 - Las Lunas,201806,6769,0.719004794355366,3
2101782,21,Antioquia,Noroccidente Valle Aburra,0178 - Bello,201806,8608,0.882993563143407,3
2101792,21,Central,Cundinamarca,"0179 - Centro Comercial CasaBlanca
",201806,3369,0.423188941077723,2
2101802,21,Occidente,Cali Centro,0180 - Cali Centro,201806,11027,0.852921285939512,4
2101812,21,Occidente,Cali Sur,0181 - Puerto Tejada,201806,8032,0.660969014044795,3
2101822,21,Costa,Bolivar - San Andres/Prov.,0182 - Bocagrande,201806,6297,0.526790654986037,3
2101832,21,Costa,Cesar,0183 - Bosconia,201806,6423,0.805712115196856,2
2101842,21,Oriente,Bucaramanga,0184 - Bucaramanga,201806,14231,0.639405892865541,7
2101852,21,Bogota Norte,Chapinero,0185 - Calle 63 Siete de Agosto,201806,6560,0.683743084095429,3
2101862,21,Occidente,Valle del Cauca,0186 - Vistamar Buenaventura,201806,6808,0.537439896860959,4
2101872,21,Costa,Barranquilla Norte,0187 - Centro Comercial Buenavista,201806,9079,0.764582096646649,3
2101882,21,Occidente,Valle del Cauca,0188 - Buga,201806,15539,0.959825780826685,5
2101902,21,Antioquia,Quindio,0190 - Calarca,201806,4263,0.706430443623153,2
2101912,21,Bogota Norte,Occidental,0191 - Centro Comercial Titan Plaza,201806,11591,0.971783249454808,3
2101932,21,Central,Magdalena Alto,0193 - Policarpa Guaduas,201806,3676,0.568939191142435,2
2101942,21,Bogota Sur,Zona Industrial,0194 - Tejar,201806,6492,0.678174307846418,3
2101953,21,Direccion Banca Premium,No hay informacion,"0195 - Premium Ruitoque
",201806,1026,0.259453368312398,1
2101962,21,Costa,Barranquilla Sur,0196 - La Paz,201806,5960,0.631867828881107,3
2101972,21,Central,Cundinamarca,0197 - Choachi,201806,2748,0.459444038632339,2
2101982,21,Central,Villavicencio,0198 - Unicentro Villavicencio,201806,11558,1.47600456915241,2
2101992,21,Bogota Norte,Occidental,0199 - Quirigua,201806,8370,0.86798464060101,3
2102001,21,Central,Meta,0200 - Base Militar San Jose del Guaviare,201806,825,0.259023976724472,1
2102012,21,Central,Huila - Caqueta,0201 - Gran Plaza Florencia,201806,3656,0.306355897668059,3
2102022,21,Central,Huila - Caqueta,0202 - Doncello,201806,4770,0.756037016835546,2
2102032,21,Oriente,Casanare y Bucaramanga,0203 - Canaveral,201806,7719,0.645294477489504,3
2102042,21,Costa,Bolivar - San Andres/Prov.,0204 - Cartagena,201806,6441,0.502717229889805,4
2102052,21,Bogota Norte,Calle 72,0205 - Quinta Camacho,201806,7503,0.775959340315988,3
2102062,21,Occidente,Valle del Cauca,0206 - Cartago,201806,5480,0.570556612075025,3
2102072,21,Occidente,Cali Oriente,0207 - Cavasa,201806,6122,0.64999602672028,3
2102082,21,Bogota Norte,Noroccidente,0208 - Centro Comercial Mazuren,201806,8765,0.913129407441071,3
2102094,21,Occidente,No hay informacion,0209 - Oficina de Recaudos y Pagos Unicali,201806,11211,0.89471976293833,3
2102102,21,Oriente,Norte de Santander y Arauca,0210 - Central de Transportes Cucuta,201806,7527,0.792287685207449,3
2102112,21,Oriente,Boyaca y Norte de Cundinamarca,0211 - Gachancipa,201806,4148,0.641004893845965,2
2102122,21,Bogota Sur,Autopista Sur,0212 - Casablanca,201806,9129,0.951466162881436,3
2102132,21,Central,Neiva - Tolima,0213 - Natagaima,201806,2635,0.714284244642913,1
2102142,21,Antioquia,Medellin El Poblado,0214 - Centro Comercial San Diego,201806,12509,0.779176480376286,4
2102162,21,Costa,No hay informacion,0216 - Cerete,201806,6741,0.561600789643339,3
2102172,21,Antioquia,Medellin El Poblado,0217 - Centro Comercial Oviedo,201806,8333,0.693905959208629,3
2102182,21,Antioquia,Caldas,0218 - Centro Comercial Cable Plaza,201806,8679,0.713582717781538,3
2102194,21,Central,No hay informacion,0219 - Oficina de Recaudos y Pagos Villavicencio,201806,9664,1.0011963598534,3
2102202,21,Costa,Magdalena - Guajira,0220 - Cienaga,201806,10258,0.635528164039482,4
2102212,21,Costa,Magdalena - Guajira,0221 - Centro Comercial Buenavista,201806,5955,0.741230836953577,2
2102232,21,Bogota Norte,Carrera Septima,0223 - Centro 93,201806,9032,0.71428697514716,4
2102242,21,Costa,Cesar,0224 - Codazzi,201806,7466,0.655579036849582,3
2102252,21,Antioquia,Sur Valle Aburra,0225 - Boulevard Comercial Mayorca,201806,9304,0.765628920928329,3
2102262,21,Occidente,Cali Norte,0226 - Centro Comercial Unico,201806,8635,0.896566752375511,3
2102272,21,Bogota Norte,Carrera Septima,0227 - Rincon del Chico,201806,4837,0.749680602047197,2
2102282,21,Bogota Norte,Noroccidente,0228 - Centro Comercial Paseo San Rafael,201806,9021,0.749971218911448,3
2102292,21,Central,Cundinamarca,0229 - Granada Cundinamarca,201806,2653,0.827323041999838,1
2102302,21,Occidente,Cali Aeropuerto,0230 - Llano Grande,201806,6563,0.690626067579668,3
2102312,21,Central,Magdalena Alto,0231 - Solares Villeta,201806,4802,0.739217170844499,2
2102322,21,Antioquia,Noroccidente Valle Aburra,0232 - Copacabana,201806,7665,0.627213445836752,3
2102334,21,Bogota Sur,No hay informacion,0233 - Oficina de Recaudos y Pagos Corferias,201806,7355,0.755743364363349,3
2102347,21,Bogota Norte,No hay informacion,0234 - Extension de Oficina Amarilo,201806,1399,0.4282623230112,1
2102352,21,Costa,Magdalena - Guajira,0235 - Centro Comercial Ocean Mall,201806,8123,0.676890584338352,3
2102362,21,Antioquia,Medellin Occidental,0236 - Centro Comercial Los Molinos,201806,12796,0.788937195252069,4
2102372,21,Bogota Norte,Noroccidente,0237 - Centro Comercial Plaza Imperial,201806,14049,0.868039544144665,4
2102382,21,Antioquia,Municipios Antioquia y Choco,0238 - Centro Comercial Plaza del Rio,201806,5451,0.67378719940875,2
2102392,21,Bogota Norte,Autopista Nororiental,0239 - Centro Chia,201806,9595,0.803334179737946,3
2102402,21,Costa,No hay informacion,0240 - Corozal,201806,6507,0.542698120024419,3
2102424,21,Costa,No hay informacion,0242 - Oficina de Recaudos y Pagos Santa Marta,201806,6426,0.52752263621279,3
2102434,21,Antioquia,No hay informacion,0243 - Oficina de Recaudos y Pagos Medellin,201806,10637,0.658429495858082,5
2102442,21,Central,Neiva - Tolima,0244 - Centro Comercial San Pedro Plaza,201806,3518,0.306387430155936,3
2102454,21,Bogota Sur,No hay informacion,0245 - Oficina de Recaudos y Pagos Bogota Centro,201806,20615,0.801202810318543,8
2102474,21,Occidente,No hay informacion,0247 - Oficina de Recaudos y Pagos Cali,201806,13950,0.685201010253588,5
2102484,21,Antioquia,No hay informacion,0248 - Oficina de Recaudos y Pagos Manizales,201806,11060,0.682801508181083,5
2102492,21,Occidente,Cali Sur,0249 - Cosmocentro,201806,20961,0.86455473513243,6
2102502,21,Antioquia,Medellin Centro,0250 - Carrera  Bolivar,201806,8027,0.832821602097355,3
2102532,21,Oriente,Bucaramanga,0253 - Guarin,201806,6863,0.716798523863526,3
2102542,21,Occidente,Cali Centro,0254 - Carrera Octava,201806,7263,0.766179567363164,3
2102552,21,Central,Tolima,0255 - Calle Cuarenta,201806,5925,0.908802908738837,2
2102562,21,Occidente,Cali Centro,0256 - Bulevar del Rio Cali,201806,9653,0.750492839993068,4
2102574,21,Bogota Norte,No hay informacion,0257 - Oficina de Recaudos y Pagos World Trade Center,201806,8692,0.674796970606216,4
2102592,21,Oriente,Magdalena Medio,0259 - Sabana de Torres,201806,5716,0.605037958369736,3
2102602,21,Oriente,Norte de Santander y Arauca,0260 - Cucuta,201806,12866,0.812905954791591,5
2102612,21,Bogota Sur,Autopista Sur,0261 - Centro Comercial Mercurio,201806,5970,0.924385418525419,2
2102632,21,Central,Girardot,0263 - Melgar,201806,5533,0.707664756319491,2
2102642,21,Bogota Norte,Autopista Nororiental,0264 - Chia,201806,13133,1.01989827632292,4
2102652,21,Bogota Norte,Occidental,0265 - Barrio Modelo Norte,201806,8581,0.891210268618034,3
2102662,21,Antioquia,Caldas,0266 - Chinchina,201806,7736,0.64198900157813,3
2102672,21,Antioquia,Municipios Antioquia,0267 - La Ceja,201806,6336,0.773894102558883,2
2102682,21,Oriente,Boyaca y Norte de Cundinamarca,0268 - Chiquinquira,201806,7865,0.874690178492963,3
2102692,21,Central,Tolima,0269 - Libano,201806,3888,0.520234343440462,2
2102702,21,Oriente,Boyaca y Norte de Cundinamarca,0270 - Choconta,201806,4156,0.651823577976143,2
2102722,21,Bogota Sur,Autopista Sur,0272 - Soacha,201806,12417,0.75547023227,4
2102737,21,Occidente,No hay informacion,0273 - Miranda,201806,3312,1.02841998102325,1
2102742,21,Bogota Sur,Zona Industrial,0274 - Centro Comercial Hayuelos,201806,13151,0.82708067011033,4
2102752,21,Bogota Norte,Occidental,0275 - Portal de La 80,201806,12008,0.73913063447431,4
2102762,21,Occidente,Cali Oriente,0276 - El Estadio,201806,5243,0.807327397181581,2
2102772,21,Antioquia,Risaralda,0277 - Cuba,201806,5550,0.857361156341592,2
2102782,21,Occidente,Valle del Cauca,0278 - Mariscal Robledo - Cartago,201806,5527,0.871621768721381,2
2102792,21,Antioquia,Risaralda,0279 - Dosquebradas,201806,7236,0.752896670285078,3
2102812,21,Antioquia,Caldas,0281 - Palacio Nacional - Manizales,201806,6703,0.698648950143722,3
2102822,21,Oriente,Boyaca,0282 - Duitama,201806,11415,0.714458020194417,4
2102832,21,Oriente,Bucaramanga,0283 - San Francisco,201806,7822,0.651301101597024,3
2102842,21,Costa,Magdalena - Guajira,0284 - El Banco,201806,9859,0.635139312359178,4
2102852,21,Antioquia,Municipios Antioquia,0285 - El Carmen de Viboral,201806,8318,0.683431749146337,3
2102862,21,Costa,Bolivar - San Andres/Prov.,0286 - El Carmen Bolivar,201806,7385,0.646879446403096,3
2102872,21,Occidente,Cali Aeropuerto,0287 - El Cerrito,201806,7424,0.769827860240198,3
2102882,21,Costa,Cesar,0288 - Centro Comercial Unicentro Valledupar,201806,3832,0.500935675163931,2
2102892,21,Occidente,Cali Aeropuerto,0289 - Candelaria,201806,9011,0.934591352329964,3
2102902,21,Antioquia,Risaralda,0290 - Avenida 30 de Agosto,201806,4638,0.721557304718786,2
2102912,21,Bogota Norte,Carrera Septima,0291 - Centro Comercial Andino,201806,10203,0.856178298367615,3
2102922,21,Costa,Barranquilla Norte,0292 - El Prado,201806,7798,0.812119681604093,3
2102932,21,Costa,Barranquilla Sur,0293 - Centro Comercial Panorama,201806,7513,0.974650881945465,2
2102942,21,Antioquia,Medellin El Poblado,0294 - Envigado,201806,11780,0.719953265015585,4
2102952,21,Occidente,Valle del Cauca,0295 - Dagua,201806,4845,0.757126354719803,2
2102962,21,Central,Tolima,0296 - Espinal,201806,8654,0.672363746754813,4
2102992,21,Bogota Sur,Calle 26,0299 - Centro Comercial Gran Estacion,201806,12568,0.794359241872658,4
2103022,21,Bogota Norte,Noroccidente,0302 - Colina Office Park,201806,7735,0.808823770461192,3
2103032,21,Oriente,Norte de Santander y Arauca,0303 - Cucuta - Avenida Quinta,201806,7121,1.10852496689857,2
2103042,21,Central,Cundinamarca,0304 - Facatativa,201806,9324,0.726596619558378,4
2103052,21,Oriente,Bucaramanga,0305 - La Isla,201806,4884,0.774359977888652,2
2103082,21,Central,No hay informacion,0308 - Flandes,201806,3111,0.479863173621907,2
2103092,21,Central,Tolima,0309 - Centro Comercial La Estacion Ibague,201806,7449,0.934911712481848,2
2103102,21,Costa,Barranquilla Sur,0310 - Baranoa,201806,4863,0.758437203213927,2
2103112,21,Oriente,Bucaramanga,0311 - San Gil,201806,8678,1.08536372203088,2
2103122,21,Central,Huila - Caqueta,0312 - Florencia,201806,6609,0.690306214358799,3
2103132,21,Antioquia,Caldas,0313 - Centro Comercial  Fundadores,201806,5221,0.680119270946013,2
2103142,21,Occidente,Cali Aeropuerto,0314 - Florida,201806,5552,0.864902430212576,2
2103152,21,Costa,No hay informacion,0315 - Centro Comercial Alamedas,201806,6132,0.774730947779837,2
2103162,21,Bogota Sur,Occidente,0316 - Centro Comercial Milenio Plaza,201806,13355,1.64872793866699,2
